ID,name
Z001,häng. - häng
Z002,lieg. - lieg.
Z003,lieg Bügel-lieg Büg.
Z004,lieg Bügel - häng
Z005,lieg. - häng.
Z006,lieg. - lieg Bügel
Z007,häng. - lieg Bügel
