ID,name
011,blau hell
013,blau dunkel
020,braun
030,gelb
041,grau hell
043,grau dunkel
050,grün
070,lila
080,orange
090,pink
100,rosa
110,rot
120,schwarz
130,türkis
140,weiss
150,beige
151,gold
152,mehrfarbig
153,oliv
154,roségold
155,silber
156,taupe
157,transparent
