ID,name
00,Keine HG
01,HG01
02,HG02
03,HG03
04,HG04
05,HG05
06,HG06
07,HG07
08,HG08
09,HG09
10,HG10
11,HG11
12,HG12
13,HG13
14,HG14
15,HG15
