ID,name
01,Unten-Kompetenz
02,Unten-Modern
03,Unten-Trend
04,Mitte-Kompetenz
05,Mitte-Modern
06,Mitte-Trend
07,Oben-Kompetenz
08,Oben-Modern
09,Oben-Trend
